4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,0,20,1,1,2,17
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,0,20,1,1,2,17
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,1,0,1,0
4,16,90,0,1,0,0,20,1,1,2,17
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,0,20,1,1,2,17
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,0,20,1,1,2,17
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,0,20,1,1,2,17
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,0,20,1,1,2,17
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,0,20,1,1,2,17
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,0,20,1,1,2,17
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,0,20,1,1,2,17
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,0,20,1,1,2,17
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,16,90,1,1,0,1,20,2,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,1,0,1,0
4,16,90,1,1,0,1,20,2,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,1,20,2,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,1,0,1,0
4,16,90,0,1,0,1,20,2,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,1,0,1,0
4,16,90,0,1,0,1,20,1,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,1,0,1,0
4,16,90,0,1,0,1,20,1,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,1,20,1,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,1,0,1,0
4,16,90,0,1,0,1,20,1,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,1,0,1,0
4,16,90,0,1,1,1,20,1,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,1,0,1,0
4,16,90,0,1,1,1,20,1,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,1,1,20,1,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,1,1,20,1,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,1,20,1,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,1,0,1,0
4,16,90,0,1,0,1,20,1,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,1,20,1,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,1,20,1,1,2,24
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,2,0,1,0
4,16,90,0,1,0,1,20,1,1,2,10
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,1,0,1,0
4,16,90,0,1,0,1,20,1,1,2,10
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,1,0,1,0
4,16,90,0,1,0,1,20,1,1,2,10
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
4,3,46,-1,-1,-1,-1,1,1,0,1,0
4,16,90,0,1,0,1,20,1,1,2,10
4,16,16,-1,-1,-1,-1,20,1,0,1,0
4,3,16,-1,-1,-1,-1,20,2,1,2,0
