4,16,90,7,2,1,0,1,20,2,1,2,0,0,0,28,0
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,0,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,7,2,0,1,0,0,0,0,0
4,16,90,7,2,1,0,1,20,2,1,2,0,0,0,28,0
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,0,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,7,2,0,1,0,0,0,0,0
4,16,90,7,2,1,0,1,20,2,1,2,0,0,0,28,0
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,0,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,7,1,0,1,0,0,0,0,0
4,16,90,7,2,1,0,1,20,2,1,2,0,0,0,28,0
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,0,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,7,2,0,1,0,0,0,0,0
4,16,90,7,2,1,0,1,20,2,1,2,0,0,0,28,0
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,0,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,7,1,0,1,0,0,0,0,0
4,16,90,7,2,1,0,1,20,2,1,2,0,0,0,28,0
4,16,16,10,-1,-1,-1,-1,20,1,0,1,0,0,0,0,0
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,7,2,0,1,0,0,0,0,0
4,0,16,10,-1,-1,-1,-1,20,2,1,2,1,7,24,0,1
4,128,10,10,-1,-1,-1,-1,20,2,0,3,1,7,24,0,1
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,7,2,0,1,0,0,0,0,0
4,1,16,10,-1,-1,-1,-1,20,2,1,2,1,7,24,0,1
4,1,14,10,-1,-1,-1,-1,20,1,0,3,1,7,24,0,1
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,7,2,0,1,0,0,0,0,0
4,2,16,10,-1,-1,-1,-1,20,2,1,2,1,7,24,0,1
4,2,14,10,-1,-1,-1,-1,20,1,0,3,1,7,24,0,1
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,7,2,0,1,0,0,0,0,0
4,3,16,10,-1,-1,-1,-1,1,2,1,2,1,7,24,0,1
4,3,46,10,-1,-1,-1,-1,7,2,0,3,0,0,0,0,1
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,7,2,0,1,0,0,0,0,0
4,4,16,10,-1,-1,-1,-1,20,2,1,2,1,7,24,0,1
4,132,10,10,-1,-1,-1,-1,20,2,0,3,1,7,24,0,1
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,7,2,0,1,0,0,0,0,0
4,5,16,10,-1,-1,-1,-1,20,2,1,2,1,7,24,0,1
4,133,10,10,-1,-1,-1,-1,20,2,0,3,1,7,24,0,1
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,7,1,0,1,0,0,0,0,0
4,6,16,10,-1,-1,-1,-1,20,2,1,2,1,7,24,0,1
4,6,16,10,-1,-1,-1,-1,20,2,0,3,1,7,24,0,1
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,7,1,0,1,0,0,0,0,0
4,7,16,10,-1,-1,-1,-1,20,2,1,2,1,7,24,0,1
4,7,10,10,-1,-1,-1,-1,20,1,0,3,1,7,24,0,1
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,7,1,0,1,0,0,0,0,0
4,8,16,10,-1,-1,-1,-1,20,2,1,2,1,7,24,0,1
4,136,10,10,-1,-1,-1,-1,20,2,0,3,1,7,24,0,1
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,7,1,0,1,1,2,35,0,0
4,9,16,10,-1,-1,-1,-1,20,2,1,2,1,7,24,0,1
4,137,10,10,-1,-1,-1,-1,20,2,0,3,1,7,24,0,1
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,13,1,0,1,1,2,35,0,0
4,10,16,10,-1,-1,-1,-1,20,2,1,2,1,7,24,0,1
4,138,10,10,-1,-1,-1,-1,20,2,0,3,1,7,24,0,1
4,3,16,10,-1,-1,-1,-1,20,2,1,2,0,0,0,0,0
4,3,46,10,-1,-1,-1,-1,13,2,0,1,1,2,35,0,0
4,11,16,10,-1,-1,-1,-1,20,2,1,2,1,7,24,0,1
